id_caso,fecha_solicitud,semestre,facultad,programa,motivo,tipo_atencion,tiempo_respuesta_horas,satisfaccion_estudiante,region
CASO00445,19/04/2024,2024-1,Ingeniería,Ingeniería de Sistemas,Acceso a plataforma,Tutoría,21.5,4,Medellín
CASO00446,18/09/2024,2024-2,Artes y Humanidades,Artes Escénicas,Acceso a plataforma,Psicosocial,14.9,3,Itagüí
CASO00447,27/06/2024,2024-1,Ingeniería,Ingeniería Electrónica,Soporte técnico,Académica,15.9,3,Apartadó
CASO00448,12/02/2024,2024-1,Ingeniería,Ingeniería de Sistemas,Soporte técnico,Psicosocial,32.3,2,Apartadó
CASO00449,03/05/2024,2024-1,Artes y Humanidades,Diseño Gráfico,Dificultad académica,Mesa de ayuda,22.2,5,Apartadó
CASO00450,26/08/2024,2024-2,Ciencias Económicas,Administración,Dificultad académica,Psicosocial,13.2,3,Medellín
CASO00451,19/07/2024,2024-2,Ciencias Económicas,Contaduría,Orientación de matrícula,Mesa de ayuda,49.2,2,Rionegro
CASO00452,20/09/2024,2024-2,Ingeniería,Ingeniería Mecánica,Acceso a plataforma,Psicosocial,22.4,5,Medellín
CASO00453,05/09/2024,2024-2,Ciencias Económicas,Contaduría,Soporte técnico,Psicosocial,38.4,3,Itagüí
CASO00454,04/08/2024,2024-2,Artes y Humanidades,Diseño Gráfico,Acceso a plataforma,Tutoría,0.5,5,Itagüí
CASO00455,15/02/2024,2024-1,Ingeniería,Ingeniería Mecánica,Orientación de matrícula,Mesa de ayuda,30.0,2,Medellín
CASO00456,29/02/2024,2024-1,Ingeniería,Ingeniería Electrónica,Dificultad académica,Tutoría,34.2,3,Medellín
CASO00457,04/06/2024,2024-1,Ingeniería,Ingeniería Electrónica,Orientación de matrícula,Psicosocial,42.2,4,Apartadó
CASO00458,16/02/2024,2024-1,Artes y Humanidades,Artes Escénicas,Orientación de matrícula,Psicosocial,30.4,2,Rionegro
CASO00459,04/04/2024,2024-1,Ingeniería,Ingeniería Electrónica,Orientación de matrícula,Psicosocial,21.2,5,Rionegro
CASO00460,21/03/2024,2024-1,Ingeniería,Ingeniería de Sistemas,Problemas personales,Académica,21.7,5,Rionegro
CASO00461,17/06/2024,2024-1,Artes y Humanidades,Comunicación,Dificultad académica,Tutoría,3.6,2,Rionegro
CASO00462,25/07/2024,2024-2,Ingeniería,Ingeniería Electrónica,Soporte técnico,Psicosocial,64.2,2,Medellín
CASO00463,09/08/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Acceso a plataforma,Psicosocial,2.5,5,Itagüí
CASO00464,12/02/2024,2024-1,Artes y Humanidades,Diseño Gráfico,Acceso a plataforma,Psicosocial,16.5,5,Medellín
CASO00465,10/09/2024,2024-2,Artes y Humanidades,Comunicación,Problemas personales,Académica,25.8,5,Medellín
CASO00466,08/08/2024,2024-2,Ciencias Económicas,Administración,Soporte técnico,Académica,11.7,4,Apartadó
CASO00467,07/12/2024,2024-2,Artes y Humanidades,Diseño Gráfico,Dificultad académica,Mesa de ayuda,41.6,3,Medellín
CASO00468,27/01/2024,2024-1,Ciencias Económicas,Economía,Soporte técnico,Mesa de ayuda,33.2,2,Itagüí
CASO00469,01/08/2024,2024-2,Artes y Humanidades,Diseño Gráfico,Orientación de matrícula,Académica,13.4,5,Rionegro
CASO00470,11/03/2024,2024-1,Artes y Humanidades,Comunicación,Problemas personales,Académica,20.7,3,Itagüí
CASO00471,04/09/2024,2024-2,Ciencias Económicas,Contaduría,Soporte técnico,Académica,4.3,5,Medellín
CASO00472,08/11/2024,2024-2,Ingeniería,Ingeniería Mecánica,Soporte técnico,Tutoría,35.6,3,Apartadó
CASO00473,08/12/2024,2024-2,Ciencias Económicas,Economía,Problemas personales,Académica,24.7,4,Apartadó
CASO00474,25/08/2024,2024-2,Ciencias Económicas,Economía,Orientación de matrícula,Mesa de ayuda,42.7,2,Rionegro
CASO00475,09/12/2024,2024-2,Ingeniería,Ingeniería Electrónica,Soporte técnico,Mesa de ayuda,22.4,2,Rionegro
CASO00476,24/02/2024,2024-1,Artes y Humanidades,Diseño Gráfico,Dificultad académica,Psicosocial,33.9,3,Itagüí
CASO00477,18/10/2024,2024-2,Artes y Humanidades,Comunicación,Dificultad académica,Académica,15.2,3,Apartadó
CASO00478,24/08/2024,2024-2,Ciencias Económicas,Administración,Dificultad académica,Mesa de ayuda,18.3,2,Rionegro
CASO00479,08/05/2024,2024-1,Ingeniería,Ingeniería de Sistemas,Acceso a plataforma,Psicosocial,19.1,2,Medellín
CASO00480,28/09/2024,2024-2,Ingeniería,Ingeniería Electrónica,Orientación de matrícula,Tutoría,0.5,5,Rionegro
CASO00481,29/05/2024,2024-1,Ingeniería,Ingeniería Mecánica,Soporte técnico,Académica,15.7,4,Itagüí
CASO00482,21/07/2024,2024-2,Artes y Humanidades,Diseño Gráfico,Orientación de matrícula,Tutoría,10.3,3,Rionegro
CASO00483,04/10/2024,2024-2,Artes y Humanidades,Artes Escénicas,Acceso a plataforma,Psicosocial,12.7,2,Itagüí
CASO00484,27/08/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Problemas personales,Académica,27.5,4,Itagüí
CASO00485,11/05/2024,2024-1,Artes y Humanidades,Artes Escénicas,Acceso a plataforma,Psicosocial,26.5,4,Apartadó
CASO00486,05/05/2024,2024-1,Ingeniería,Ingeniería Electrónica,Soporte técnico,Mesa de ayuda,0.5,4,Rionegro
CASO00487,17/10/2024,2024-2,Ciencias Económicas,Economía,Problemas personales,Tutoría,22.1,2,Apartadó
CASO00488,03/08/2024,2024-2,Artes y Humanidades,Artes Escénicas,Problemas personales,Académica,11.9,3,Itagüí
CASO00489,16/06/2024,2024-1,Artes y Humanidades,Artes Escénicas,Dificultad académica,Académica,17.2,3,Apartadó
CASO00490,09/04/2024,2024-1,Ciencias Económicas,Administración,Problemas personales,Académica,31.9,3,Apartadó
CASO00491,03/06/2024,2024-1,Ciencias Económicas,Administración,Soporte técnico,Académica,25.3,5,Itagüí
CASO00492,13/09/2024,2024-2,Artes y Humanidades,Artes Escénicas,Soporte técnico,Tutoría,9.3,4,Rionegro
CASO00493,16/04/2024,2024-1,Artes y Humanidades,Artes Escénicas,Orientación de matrícula,Académica,45.1,2,Apartadó
CASO00494,11/04/2024,2024-1,Ciencias Económicas,Economía,Acceso a plataforma,Académica,31.0,3,Rionegro
CASO00495,24/01/2024,2024-1,Artes y Humanidades,Diseño Gráfico,Soporte técnico,Académica,20.1,3,Medellín
CASO00496,03/12/2024,2024-2,Ciencias Económicas,Contaduría,Orientación de matrícula,Psicosocial,41.2,4,Medellín
CASO00497,07/11/2024,2024-2,Ciencias Económicas,Administración,Acceso a plataforma,Académica,32.9,2,Medellín
CASO00498,10/04/2024,2024-1,Artes y Humanidades,Artes Escénicas,Acceso a plataforma,Académica,18.3,5,Medellín
CASO00499,15/04/2024,2024-1,Ingeniería,Ingeniería Mecánica,Soporte técnico,Académica,42.6,5,Rionegro
CASO00500,09/08/2024,2024-2,Artes y Humanidades,Diseño Gráfico,Acceso a plataforma,Mesa de ayuda,25.4,4,Itagüí
CASO00501,09/09/2024,2024-2,Ingeniería,Ingeniería Electrónica,Soporte técnico,Mesa de ayuda,26.4,5,Itagüí
CASO00502,08/04/2024,2024-1,Ingeniería,Ingeniería de Sistemas,Dificultad académica,Mesa de ayuda,0.5,2,Medellín
CASO00503,09/11/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Soporte técnico,Tutoría,19.3,2,Medellín
CASO00504,11/11/2024,2024-2,Artes y Humanidades,Diseño Gráfico,Soporte técnico,Psicosocial,0.5,4,Apartadó
CASO00505,16/03/2024,2024-1,Ingeniería,Ingeniería Mecánica,Orientación de matrícula,Académica,29.5,3,Apartadó
CASO00506,25/01/2024,2024-1,Ciencias Económicas,Administración,Problemas personales,Tutoría,22.7,2,Apartadó
CASO00507,26/09/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Soporte técnico,Académica,17.4,5,Medellín
CASO00508,06/02/2024,2024-1,Ingeniería,Ingeniería Electrónica,Problemas personales,Mesa de ayuda,41.8,2,Medellín
CASO00509,02/10/2024,2024-2,Ciencias Económicas,Administración,Dificultad académica,Académica,12.3,2,Rionegro
CASO00510,17/04/2024,2024-1,Artes y Humanidades,Artes Escénicas,Problemas personales,Tutoría,3.5,4,Itagüí
CASO00511,14/09/2024,2024-2,Ingeniería,Ingeniería Mecánica,Orientación de matrícula,Mesa de ayuda,4.6,2,Medellín
CASO00512,11/06/2024,2024-1,Artes y Humanidades,Artes Escénicas,Acceso a plataforma,Mesa de ayuda,11.6,2,Rionegro
CASO00513,31/08/2024,2024-2,Ciencias Económicas,Administración,Soporte técnico,Mesa de ayuda,15.5,2,Apartadó
CASO00514,04/08/2024,2024-2,Ciencias Económicas,Administración,Problemas personales,Tutoría,33.7,4,Rionegro
CASO00515,03/10/2024,2024-2,Ingeniería,Ingeniería Electrónica,Problemas personales,Psicosocial,13.3,2,Rionegro
CASO00516,06/10/2024,2024-2,Artes y Humanidades,Diseño Gráfico,Acceso a plataforma,Psicosocial,33.2,2,Medellín
CASO00517,22/01/2024,2024-1,Artes y Humanidades,Diseño Gráfico,Acceso a plataforma,Psicosocial,18.8,3,Itagüí
CASO00518,14/05/2024,2024-1,Ingeniería,Ingeniería Electrónica,Soporte técnico,Psicosocial,16.7,2,Apartadó
CASO00519,01/03/2024,2024-1,Ciencias Económicas,Economía,Orientación de matrícula,Psicosocial,37.1,2,Apartadó
CASO00520,05/02/2024,2024-1,Ingeniería,Ingeniería Electrónica,Acceso a plataforma,Académica,7.3,5,Medellín
CASO00521,01/02/2024,2024-1,Artes y Humanidades,Comunicación,Acceso a plataforma,Tutoría,18.0,3,Rionegro
CASO00522,03/12/2024,2024-2,Ingeniería,Ingeniería Mecánica,Soporte técnico,Académica,37.2,4,Apartadó
CASO00523,28/10/2024,2024-2,Ingeniería,Ingeniería Electrónica,Orientación de matrícula,Mesa de ayuda,23.1,4,Apartadó
CASO00524,05/03/2024,2024-1,Ingeniería,Ingeniería de Sistemas,Dificultad académica,Mesa de ayuda,0.5,5,Medellín
CASO00525,06/03/2024,2024-1,Ciencias Económicas,Administración,Orientación de matrícula,Psicosocial,22.7,3,Rionegro
CASO00526,05/05/2024,2024-1,Artes y Humanidades,Diseño Gráfico,Problemas personales,Académica,23.6,5,Rionegro
CASO00527,31/08/2024,2024-2,Ciencias Económicas,Contaduría,Acceso a plataforma,Académica,19.7,3,Medellín
CASO00528,26/03/2024,2024-1,Ingeniería,Ingeniería Electrónica,Orientación de matrícula,Mesa de ayuda,20.6,2,Medellín
CASO00529,04/05/2024,2024-1,Ciencias Económicas,Administración,Orientación de matrícula,Académica,27.1,2,Apartadó
CASO00530,18/08/2024,2024-2,Ingeniería,Ingeniería Mecánica,Soporte técnico,Mesa de ayuda,25.7,2,Rionegro
CASO00531,07/05/2024,2024-1,Artes y Humanidades,Diseño Gráfico,Acceso a plataforma,Tutoría,34.6,4,Medellín
CASO00532,30/06/2024,2024-1,Ciencias Económicas,Economía,Orientación de matrícula,Académica,17.6,5,Medellín
CASO00533,16/05/2024,2024-1,Artes y Humanidades,Diseño Gráfico,Acceso a plataforma,Académica,40.4,4,Medellín
CASO00534,13/05/2024,2024-1,Artes y Humanidades,Diseño Gráfico,Problemas personales,Mesa de ayuda,16.6,5,Rionegro
CASO00535,21/11/2024,2024-2,Ciencias Económicas,Economía,Acceso a plataforma,Mesa de ayuda,15.6,2,Rionegro
CASO00536,16/09/2024,2024-2,Artes y Humanidades,Artes Escénicas,Problemas personales,Mesa de ayuda,19.0,4,Rionegro
CASO00537,14/08/2024,2024-2,Artes y Humanidades,Artes Escénicas,Orientación de matrícula,Psicosocial,34.7,2,Rionegro
CASO00538,08/11/2024,2024-2,Artes y Humanidades,Diseño Gráfico,Problemas personales,Psicosocial,19.7,3,Itagüí
CASO00539,24/10/2024,2024-2,Ciencias Económicas,Administración,Acceso a plataforma,Académica,54.1,2,Rionegro
CASO00540,31/07/2024,2024-2,Ingeniería,Ingeniería Electrónica,Soporte técnico,Psicosocial,16.9,2,Medellín
CASO00541,09/11/2024,2024-2,Ingeniería,Ingeniería Mecánica,Orientación de matrícula,Tutoría,16.9,3,Medellín
CASO00542,23/08/2024,2024-2,Ciencias Económicas,Contaduría,Acceso a plataforma,Mesa de ayuda,22.6,2,Itagüí
CASO00543,10/03/2024,2024-1,Ingeniería,Ingeniería Electrónica,Soporte técnico,Mesa de ayuda,10.4,3,Rionegro
CASO00544,17/08/2024,2024-2,Ciencias Económicas,Administración,Soporte técnico,Tutoría,25.7,4,Rionegro
CASO00545,30/01/2024,2024-1,Artes y Humanidades,Comunicación,Dificultad académica,Psicosocial,1.3,5,Rionegro
CASO00546,02/03/2024,2024-1,Ingeniería,Ingeniería Electrónica,Acceso a plataforma,Tutoría,26.3,2,Apartadó
CASO00547,15/11/2024,2024-2,Ingeniería,Ingeniería Electrónica,Orientación de matrícula,Académica,20.3,3,Itagüí
CASO00548,30/08/2024,2024-2,Ingeniería,Ingeniería Mecánica,Dificultad académica,Tutoría,0.5,4,Medellín
CASO00549,03/08/2024,2024-2,Ingeniería,Ingeniería Electrónica,Problemas personales,Académica,28.8,5,Medellín
CASO00550,22/06/2024,2024-1,Artes y Humanidades,Artes Escénicas,Acceso a plataforma,Tutoría,21.6,5,Medellín
CASO00551,04/03/2024,2024-1,Ingeniería,Ingeniería de Sistemas,Soporte técnico,Psicosocial,10.4,2,Apartadó
CASO00552,04/04/2024,2024-1,Ingeniería,Ingeniería de Sistemas,Soporte técnico,Mesa de ayuda,18.9,5,Itagüí
CASO00553,10/08/2024,2024-2,Ciencias Económicas,Contaduría,Soporte técnico,Tutoría,20.5,4,Apartadó
CASO00554,23/06/2024,2024-1,Ciencias Económicas,Administración,Soporte técnico,Tutoría,18.3,5,Rionegro
CASO00555,07/05/2024,2024-1,Artes y Humanidades,Comunicación,Orientación de matrícula,Académica,23.4,5,Rionegro
CASO00556,11/11/2024,2024-2,Artes y Humanidades,Comunicación,Acceso a plataforma,Académica,21.5,4,Rionegro
CASO00557,23/03/2024,2024-1,Ciencias Económicas,Economía,Problemas personales,Psicosocial,7.0,5,Apartadó
CASO00558,25/06/2024,2024-1,Artes y Humanidades,Diseño Gráfico,Acceso a plataforma,Tutoría,22.4,3,Apartadó
CASO00559,26/09/2024,2024-2,Artes y Humanidades,Comunicación,Soporte técnico,Mesa de ayuda,42.5,4,Itagüí
CASO00560,20/03/2024,2024-1,Ingeniería,Ingeniería Mecánica,Problemas personales,Tutoría,21.9,3,Medellín
CASO00561,17/04/2024,2024-1,Ciencias Económicas,Administración,Acceso a plataforma,Psicosocial,4.6,4,Rionegro
CASO00562,27/11/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Problemas personales,Académica,19.2,5,Itagüí
CASO00563,25/11/2024,2024-2,Artes y Humanidades,Artes Escénicas,Dificultad académica,Psicosocial,17.7,3,Itagüí
CASO00564,13/05/2024,2024-1,Artes y Humanidades,Artes Escénicas,Dificultad académica,Tutoría,24.0,3,Itagüí
CASO00565,29/07/2024,2024-2,Artes y Humanidades,Comunicación,Soporte técnico,Tutoría,35.5,2,Medellín
CASO00566,18/02/2024,2024-1,Artes y Humanidades,Comunicación,Problemas personales,Psicosocial,26.5,3,Apartadó
CASO00567,13/11/2024,2024-2,Ciencias Económicas,Economía,Acceso a plataforma,Psicosocial,19.9,4,Apartadó
CASO00568,08/04/2024,2024-1,Ciencias Económicas,Contaduría,Orientación de matrícula,Académica,32.5,2,Apartadó
CASO00569,20/10/2024,2024-2,Artes y Humanidades,Comunicación,Problemas personales,Tutoría,43.3,5,Itagüí
CASO00570,29/04/2024,2024-1,Ciencias Económicas,Administración,Orientación de matrícula,Mesa de ayuda,29.2,5,Itagüí
CASO00571,24/10/2024,2024-2,Ingeniería,Ingeniería Electrónica,Problemas personales,Académica,29.9,3,Medellín
CASO00572,15/05/2024,2024-1,Ingeniería,Ingeniería Electrónica,Dificultad académica,Mesa de ayuda,59.2,2,Medellín
CASO00573,30/10/2024,2024-2,Ingeniería,Ingeniería Electrónica,Dificultad académica,Tutoría,46.6,5,Rionegro
CASO00574,07/10/2024,2024-2,Artes y Humanidades,Artes Escénicas,Orientación de matrícula,Académica,35.4,5,Itagüí
CASO00575,28/01/2024,2024-1,Ciencias Económicas,Economía,Soporte técnico,Mesa de ayuda,20.0,4,Apartadó
CASO00576,30/01/2024,2024-1,Artes y Humanidades,Diseño Gráfico,Acceso a plataforma,Tutoría,20.7,3,Medellín
CASO00577,01/06/2024,2024-1,Ingeniería,Ingeniería Mecánica,Dificultad académica,Tutoría,37.4,2,Rionegro
CASO00578,22/05/2024,2024-1,Ingeniería,Ingeniería Electrónica,Acceso a plataforma,Académica,19.5,3,Medellín
CASO00579,05/06/2024,2024-1,Artes y Humanidades,Comunicación,Dificultad académica,Académica,18.2,2,Apartadó
CASO00580,06/02/2024,2024-1,Ingeniería,Ingeniería Mecánica,Dificultad académica,Académica,10.8,4,Itagüí
CASO00581,10/04/2024,2024-1,Ingeniería,Ingeniería Mecánica,Orientación de matrícula,Tutoría,34.6,2,Apartadó
CASO00582,04/10/2024,2024-2,Artes y Humanidades,Artes Escénicas,Orientación de matrícula,Psicosocial,7.6,2,Apartadó
CASO00583,12/03/2024,2024-1,Artes y Humanidades,Artes Escénicas,Problemas personales,Académica,37.5,4,Itagüí
CASO00584,27/04/2024,2024-1,Artes y Humanidades,Artes Escénicas,Problemas personales,Mesa de ayuda,31.9,4,Rionegro
CASO00585,16/09/2024,2024-2,Artes y Humanidades,Artes Escénicas,Problemas personales,Psicosocial,24.5,4,Rionegro
CASO00586,27/02/2024,2024-1,Ingeniería,Ingeniería de Sistemas,Acceso a plataforma,Mesa de ayuda,27.4,5,Medellín
CASO00587,29/08/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Orientación de matrícula,Mesa de ayuda,8.5,4,Apartadó
CASO00588,05/05/2024,2024-1,Artes y Humanidades,Comunicación,Problemas personales,Psicosocial,42.2,4,Apartadó
CASO00589,07/12/2024,2024-2,Artes y Humanidades,Artes Escénicas,Acceso a plataforma,Psicosocial,30.0,2,Apartadó
CASO00590,26/02/2024,2024-1,Artes y Humanidades,Diseño Gráfico,Orientación de matrícula,Académica,21.3,4,Itagüí
CASO00591,29/01/2024,2024-1,Artes y Humanidades,Comunicación,Dificultad académica,Psicosocial,24.1,2,Rionegro
CASO00592,27/06/2024,2024-1,Artes y Humanidades,Comunicación,Dificultad académica,Tutoría,32.7,4,Rionegro
CASO00593,21/01/2024,2024-1,Artes y Humanidades,Diseño Gráfico,Orientación de matrícula,Tutoría,27.3,4,Rionegro
CASO00594,21/10/2024,2024-2,Artes y Humanidades,Diseño Gráfico,Problemas personales,Académica,6.1,4,Rionegro
CASO00595,18/08/2024,2024-2,Ingeniería,Ingeniería Electrónica,Acceso a plataforma,Psicosocial,15.8,4,Medellín
CASO00596,30/09/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Soporte técnico,Psicosocial,11.3,5,Itagüí
CASO00597,29/08/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Problemas personales,Tutoría,30.3,5,Itagüí
CASO00598,07/05/2024,2024-1,Artes y Humanidades,Artes Escénicas,Problemas personales,Académica,29.9,3,Apartadó
CASO00599,20/09/2024,2024-2,Artes y Humanidades,Diseño Gráfico,Orientación de matrícula,Mesa de ayuda,13.9,3,Medellín
CASO00600,30/08/2024,2024-2,Ciencias Económicas,Contaduría,Acceso a plataforma,Académica,15.6,5,Medellín
CASO00601,23/05/2024,2024-1,Ciencias Económicas,Economía,Orientación de matrícula,Mesa de ayuda,36.7,2,Apartadó
CASO00602,27/04/2024,2024-1,Ingeniería,Ingeniería Electrónica,Dificultad académica,Tutoría,30.9,3,Itagüí
CASO00603,17/09/2024,2024-2,Ciencias Económicas,Contaduría,Soporte técnico,Psicosocial,21.7,2,Apartadó
CASO00604,31/10/2024,2024-2,Artes y Humanidades,Diseño Gráfico,Orientación de matrícula,Mesa de ayuda,39.2,2,Rionegro
CASO00605,20/05/2024,2024-1,Ciencias Económicas,Administración,Soporte técnico,Psicosocial,10.9,5,Medellín
CASO00606,01/10/2024,2024-2,Ciencias Económicas,Economía,Problemas personales,Mesa de ayuda,36.0,2,Rionegro
CASO00607,27/01/2024,2024-1,Ciencias Económicas,Economía,Acceso a plataforma,Mesa de ayuda,25.4,4,Rionegro
CASO00608,17/11/2024,2024-2,Artes y Humanidades,Comunicación,Orientación de matrícula,Académica,40.6,3,Itagüí
CASO00609,07/11/2024,2024-2,Ciencias Económicas,Administración,Problemas personales,Académica,39.0,5,Medellín
CASO00610,04/09/2024,2024-2,Ingeniería,Ingeniería Mecánica,Acceso a plataforma,Académica,13.9,2,Itagüí
CASO00611,16/05/2024,2024-1,Artes y Humanidades,Artes Escénicas,Acceso a plataforma,Mesa de ayuda,10.5,3,Itagüí
CASO00612,03/09/2024,2024-2,Ciencias Económicas,Administración,Soporte técnico,Tutoría,33.0,5,Apartadó
CASO00613,30/08/2024,2024-2,Artes y Humanidades,Comunicación,Dificultad académica,Académica,21.4,5,Medellín
CASO00614,26/03/2024,2024-1,Ciencias Económicas,Economía,Soporte técnico,Tutoría,44.7,3,Rionegro
CASO00615,27/07/2024,2024-2,Ciencias Económicas,Administración,Problemas personales,Mesa de ayuda,30.7,3,Rionegro
CASO00616,11/06/2024,2024-1,Ingeniería,Ingeniería Electrónica,Acceso a plataforma,Psicosocial,24.1,5,Rionegro
CASO00617,14/03/2024,2024-1,Ingeniería,Ingeniería Mecánica,Problemas personales,Tutoría,42.4,2,Itagüí
CASO00618,17/06/2024,2024-1,Ciencias Económicas,Administración,Dificultad académica,Tutoría,22.9,5,Medellín
CASO00619,15/04/2024,2024-1,Ingeniería,Ingeniería de Sistemas,Dificultad académica,Tutoría,17.0,5,Itagüí
CASO00620,18/02/2024,2024-1,Ciencias Económicas,Contaduría,Dificultad académica,Tutoría,2.1,4,Itagüí
CASO00621,20/06/2024,2024-1,Ingeniería,Ingeniería Electrónica,Problemas personales,Académica,21.1,2,Apartadó
CASO00622,18/03/2024,2024-1,Ciencias Económicas,Contaduría,Acceso a plataforma,Tutoría,30.3,3,Itagüí
CASO00623,25/05/2024,2024-1,Artes y Humanidades,Diseño Gráfico,Acceso a plataforma,Psicosocial,12.2,5,Itagüí
CASO00624,06/04/2024,2024-1,Ciencias Económicas,Administración,Orientación de matrícula,Psicosocial,24.0,3,Rionegro
CASO00625,28/03/2024,2024-1,Ciencias Económicas,Economía,Orientación de matrícula,Académica,6.3,3,Apartadó
CASO00626,12/05/2024,2024-1,Ingeniería,Ingeniería Mecánica,Orientación de matrícula,Psicosocial,11.3,3,Medellín
CASO00627,20/07/2024,2024-2,Ingeniería,Ingeniería Mecánica,Soporte técnico,Tutoría,34.6,4,Rionegro
CASO00628,14/06/2024,2024-1,Ingeniería,Ingeniería de Sistemas,Dificultad académica,Académica,37.2,2,Itagüí
CASO00629,13/05/2024,2024-1,Ingeniería,Ingeniería Electrónica,Problemas personales,Académica,50.4,5,Itagüí
CASO00630,29/01/2024,2024-1,Ciencias Económicas,Contaduría,Soporte técnico,Académica,30.8,3,Itagüí
CASO00631,21/07/2024,2024-2,Artes y Humanidades,Artes Escénicas,Soporte técnico,Mesa de ayuda,16.9,4,Rionegro
CASO00632,06/10/2024,2024-2,Artes y Humanidades,Artes Escénicas,Orientación de matrícula,Mesa de ayuda,28.2,5,Apartadó
CASO00633,11/02/2024,2024-1,Ciencias Económicas,Administración,Orientación de matrícula,Psicosocial,13.5,2,Rionegro
CASO00634,14/03/2024,2024-1,Ciencias Económicas,Economía,Acceso a plataforma,Mesa de ayuda,27.8,4,Apartadó
CASO00635,17/06/2024,2024-1,Ciencias Económicas,Contaduría,Problemas personales,Mesa de ayuda,8.1,5,Apartadó
CASO00636,26/06/2024,2024-1,Ciencias Económicas,Administración,Problemas personales,Académica,17.9,3,Rionegro
CASO00637,09/10/2024,2024-2,Artes y Humanidades,Artes Escénicas,Problemas personales,Psicosocial,45.4,5,Medellín
CASO00638,04/03/2024,2024-1,Ciencias Económicas,Contaduría,Soporte técnico,Mesa de ayuda,1.5,4,Medellín
CASO00639,10/06/2024,2024-1,Artes y Humanidades,Artes Escénicas,Orientación de matrícula,Mesa de ayuda,45.9,4,Rionegro
CASO00640,03/05/2024,2024-1,Artes y Humanidades,Comunicación,Acceso a plataforma,Psicosocial,8.2,5,Rionegro
CASO00641,22/11/2024,2024-2,Ingeniería,Ingeniería Electrónica,Orientación de matrícula,Tutoría,19.3,3,Apartadó
CASO00642,21/04/2024,2024-1,Ciencias Económicas,Administración,Orientación de matrícula,Psicosocial,18.3,2,Itagüí
CASO00643,11/09/2024,2024-2,Ingeniería,Ingeniería Electrónica,Soporte técnico,Tutoría,10.9,4,Itagüí
CASO00644,25/11/2024,2024-2,Ciencias Económicas,Contaduría,Dificultad académica,Psicosocial,26.9,4,Rionegro
CASO00645,12/09/2024,2024-2,Artes y Humanidades,Comunicación,Orientación de matrícula,Tutoría,35.8,5,Rionegro
CASO00646,27/09/2024,2024-2,Artes y Humanidades,Artes Escénicas,Soporte técnico,Mesa de ayuda,17.5,2,Apartadó
CASO00647,12/05/2024,2024-1,Ingeniería,Ingeniería Mecánica,Dificultad académica,Psicosocial,23.8,4,Itagüí
CASO00648,28/07/2024,2024-2,Ingeniería,Ingeniería Mecánica,Soporte técnico,Tutoría,30.3,2,Itagüí
CASO00649,07/03/2024,2024-1,Ingeniería,Ingeniería Electrónica,Problemas personales,Académica,32.4,2,Itagüí
CASO00650,27/09/2024,2024-2,Artes y Humanidades,Artes Escénicas,Soporte técnico,Académica,6.1,3,Medellín
CASO00651,26/01/2024,2024-1,Ingeniería,Ingeniería Electrónica,Dificultad académica,Tutoría,24.7,2,Rionegro
CASO00652,26/02/2024,2024-1,Ingeniería,Ingeniería de Sistemas,Dificultad académica,Tutoría,7.9,4,Medellín
CASO00653,13/11/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Acceso a plataforma,Psicosocial,47.9,3,Itagüí
CASO00654,03/04/2024,2024-1,Ciencias Económicas,Administración,Problemas personales,Psicosocial,25.0,2,Medellín
CASO00655,30/09/2024,2024-2,Ingeniería,Ingeniería Mecánica,Acceso a plataforma,Tutoría,5.6,2,Medellín
CASO00656,10/12/2024,2024-2,Ingeniería,Ingeniería Mecánica,Problemas personales,Psicosocial,34.3,4,Medellín
CASO00657,30/01/2024,2024-1,Ciencias Económicas,Administración,Orientación de matrícula,Psicosocial,26.1,2,Itagüí
CASO00658,14/03/2024,2024-1,Ciencias Económicas,Administración,Acceso a plataforma,Tutoría,45.3,4,Itagüí
CASO00659,13/05/2024,2024-1,Ciencias Económicas,Economía,Acceso a plataforma,Tutoría,49.4,2,Medellín
CASO00660,10/05/2024,2024-1,Ingeniería,Ingeniería Electrónica,Dificultad académica,Mesa de ayuda,16.4,2,Rionegro
CASO00661,06/02/2024,2024-1,Ingeniería,Ingeniería Mecánica,Orientación de matrícula,Académica,50.5,3,Itagüí
CASO00662,06/03/2024,2024-1,Ciencias Económicas,Contaduría,Acceso a plataforma,Psicosocial,17.8,3,Medellín
CASO00663,24/07/2024,2024-2,Ciencias Económicas,Administración,Soporte técnico,Académica,21.5,3,Rionegro
CASO00664,28/01/2024,2024-1,Ciencias Económicas,Contaduría,Dificultad académica,Académica,35.2,4,Medellín
CASO00665,06/05/2024,2024-1,Ciencias Económicas,Administración,Soporte técnico,Mesa de ayuda,13.9,4,Itagüí
CASO00666,15/02/2024,2024-1,Ciencias Económicas,Economía,Problemas personales,Académica,29.7,2,Itagüí
